X,Y,Z,hexcode
-1.8606942,1.184426,1.3945183,#000000
-1.8111796,1.2166424,1.3420775,#00000f
-1.7684078,1.2402617,1.2809532,#00001e
-1.7258382,1.2635802,1.2166806,#00002d
-1.6819932,1.2861776,1.1506603,#00003c
-1.636975,1.3080834,1.0830307,#00004b
-1.5909336,1.3293517,1.0137222,#00005a
-1.54397,1.3499998,0.9426338,#000069
-1.4961498,1.3700135,0.8696797,#000078
-1.4475011,1.3893551,0.79477817,#000087
-1.3980341,1.4079792,0.7178616,#000096
-1.3477583,1.4258393,0.6388677,#0000a5
-1.2966696,1.442875,0.55772215,#0000b4
-1.2447782,1.4590344,0.4743701,#0000c3
-1.1920761,1.4742587,0.38874462,#0000d2
-1.1385579,1.4884918,0.30078363,#0000e1
-1.0842291,1.5016812,0.21042998,#0000f0
-1.0290877,1.5137734,0.1176287,#0000ff
-1.7929989,1.0736864,1.3004856,#000f00
-1.7509539,1.1125289,1.249072,#000f0f
-1.7065872,1.140581,1.1862777,#000f1e
-1.6649178,1.1639904,1.121395,#000f2d
-1.622753,1.1857775,1.0553186,#000f3c
-1.5790651,1.2069134,0.98740053,#000f4b
-1.5339828,1.2276396,0.9174668,#000f5a
-1.4877446,1.2479151,0.8455405,#000f69
-1.4405146,1.2676443,0.7716358,#000f78
-1.3923815,1.2867609,0.6957506,#000f87
-1.3433912,1.3051982,0.61784166,#000f96
-1.2935615,1.3229014,0.537859,#000fa5
-1.2429091,1.3398246,0.45574936,#000fb4
-1.1914239,1.3559058,0.37145135,#000fc3
-1.1391132,1.3710932,0.28490987,#000fd2
-1.0859746,1.3853313,0.19605766,#000fe1
-1.0320036,1.3985653,0.10484031,#000ff0
-0.9772032,1.4107361,0.011192232,#000fff
-1.741209,0.9581437,1.2019098,#001e00
-1.7008948,0.9894951,1.149353,#001e0f
-1.6546143,1.0266792,1.0905523,#001e1e
-1.6074401,1.0560839,1.0239099,#001e2d
-1.5623945,1.080005,0.9555344,#001e3c
-1.519306,1.1006212,0.88736755,#001e4b
-1.4754672,1.1197218,0.8181205,#001e5a
-1.4302613,1.1381786,0.7470674,#001e69
-1.3837559,1.1563476,0.673791,#001e78
-1.3360842,1.1743072,0.59805924,#001e87
-1.2873607,1.1919279,0.51987475,#001e96
-1.2376968,1.209011,0.43934202,#001ea5
-1.1871427,1.2253945,0.35653087,#001eb4
-1.1357404,1.2409705,0.27144885,#001ec3
-1.0835015,1.2556578,0.18406719,#001ed2
-1.0304347,1.2694006,0.094347574,#001ee1
-0.976536,1.2821312,0.0022300237,#001ef0
-0.9218066,1.2938037,-0.09233674,#001eff
-1.6876087,0.84240496,1.1003417,#002d00
-1.6469883,0.8635342,1.0463287,#002d0f
-1.6024753,0.89709276,0.988238,#002d1e
-1.5557011,0.936925,0.9272238,#002d2d
-1.507362,0.9663061,0.8576238,#002d3c
-1.4588325,0.991269,0.7850935,#002d4b
-1.4128718,1.0124153,0.7129014,#002d5a
-1.3682917,1.0307964,0.64085,#002d69
-1.3227695,1.0479103,0.5675824,#002d78
-1.2759771,1.0642662,0.4926091,#002d87
-1.2280358,1.0800486,0.41565385,#002d96
-1.1790282,1.0953964,0.33640546,#002da5
-1.1289701,1.1104004,0.25453192,#002db4
-1.0778661,1.125044,0.1698516,#002dc3
-1.0257697,1.1391486,0.08242078,#002dd2
-0.9727443,1.1525077,-0.0076244418,#002de1
-0.9188351,1.1649579,-0.10020715,#002df0
-0.8640741,1.1763966,-0.19529852,#002dff
-1.6313304,0.7259463,0.9968217,#003c00
-1.5888933,0.7398132,0.9419728,#003c0f
-1.5457724,0.7629912,0.8821338,#003c1e
-1.5002078,0.80385035,0.82275456,#003c2d
-1.4532785,0.8437462,0.75922245,#003c3c
-1.4043475,0.8724549,0.68681884,#003c4b
-1.354184,0.8977499,0.6109252,#003c5a
-1.3044525,0.92002875,0.5338789,#003c69
-1.2575874,0.9386343,0.4577033,#003c78
-1.2114727,0.9550224,0.38135007,#003c87
-1.1642613,0.97031546,0.30356824,#003c96
-1.1158068,0.9848036,0.22400042,#003ca5
-1.066268,0.998557,0.14249057,#003cb4
-1.0157589,1.0116001,0.058885667,#003cc3
-0.96432924,1.0239743,-0.027022297,#003cd2
-0.9119363,1.035754,-0.115543865,#003ce1
-0.85852766,1.0470055,-0.20702024,#003cf0
-0.8040622,1.0576707,-0.30160734,#003cff
-1.5723659,0.6083484,0.89146245,#004b00
-1.5275803,0.61711764,0.83566594,#004b0f
-1.4847565,0.63094956,0.7754833,#004b1e
-1.4403037,0.6648082,0.7133328,#004b2d
-1.3945793,0.70842314,0.65255874,#004b3c
-1.3473475,0.7474202,0.58615637,#004b4b
-1.2978265,0.77515525,0.5109108,#004b5a
-1.2469064,0.80022335,0.4321388,#004b69
-1.1950536,0.82307553,0.35107693,#004b78
-1.144311,0.8426122,0.2696075,#004b87
-1.0964452,0.8588317,0.18920639,#004b96
-1.0487393,0.8732634,0.108230405,#004ba5
-0.9998239,0.8866844,0.025618454,#004bb4
-0.9496736,0.8992496,-0.05890408,#004bc3
-0.89845324,0.91098773,-0.14545031,#004bd2
-0.8462885,0.9218902,-0.23411486,#004be1
-0.79325545,0.9319356,-0.32500002,#004bf0
-0.73937106,0.9411225,-0.418235,#004bff
-1.510671,0.48944795,0.78423387,#005a00
-1.4635744,0.49430627,0.7272428,#005a0f
-1.4197733,0.5008996,0.667678,#005a1e
-1.3767972,0.5269076,0.6028394,#005a2d
-1.3313879,0.5656573,0.53989035,#005a3c
-1.2856704,0.6104907,0.47727928,#005a4b
-1.2379605,0.64807874,0.4077603,#005a5a
-1.1877915,0.6746857,0.3295943,#005a69
-1.136221,0.6991871,0.24803266,#005a78
-1.0834552,0.7220311,0.16372316,#005a87
-1.0299807,0.7421953,0.077544816,#005a96
-0.9783862,0.75899243,-0.008362615,#005aa5
-0.92936426,0.77291816,-0.09327419,#005ab4
-0.8800053,0.7853484,-0.1791581,#005ac3
-0.8293578,0.7967798,-0.2668696,#005ad2
-0.7774839,0.8073034,-0.3566072,#005ae1
-0.7245379,0.8169217,-0.44848132,#005af0
-0.6706581,0.8256188,-0.542561,#005aff
-1.446224,0.36919314,0.67507994,#006900
-1.3970459,0.37086904,0.6167468,#00690f
-1.351382,0.37183544,0.55748403,#00691e
-1.3095437,0.39064485,0.49165845,#00692d
-1.2648115,0.4235871,0.42571434,#00693c
-1.219274,0.464549,0.3613738,#00694b
-1.1734779,0.509953,0.29666567,#00695a
-1.1251609,0.54579383,0.22382493,#006969
-1.0742806,0.5711882,0.14266078,#006978
-1.0220276,0.5948904,0.058272243,#006987
-0.9685808,0.61737067,-0.029070575,#006996
-0.91392887,0.6376244,-0.11893211,#0069a5
-0.8589728,0.65495235,-0.21024197,#0069b4
-0.8065975,0.66905385,-0.30066887,#0069c3
-0.756244,0.6807208,-0.39039478,#0069d2
-0.70517266,0.6910672,-0.48145306,#0069e1
-0.6527696,0.7003947,-0.574497,#0069f0
-0.59913623,0.7087509,-0.6696917,#0069ff
-1.3789885,0.24758352,0.5639599,#007800
-1.3280356,0.24660328,0.5042078,#00780f
-1.2800102,0.24299948,0.4444944,#00781e
-1.2384017,0.25561106,0.37945297,#00782d
-1.1950676,0.28279415,0.31042296,#00783c
-1.1494061,0.3187502,0.24356744,#00784b
-1.1039827,0.36129755,0.17756,#00785a
-1.0579756,0.40673313,0.11050466,#007869
-1.0089539,0.44061604,0.03418739,#007878
-0.9573175,0.46476096,-0.05004944,#007887
-0.90433526,0.4874993,-0.13735075,#007896
-0.85018754,0.5093311,-0.22769305,#0078a5
-0.79479355,0.5293808,-0.3208897,#0078b4
-0.7382702,0.54675305,-0.41636196,#0078c3
-0.68202305,0.56121945,-0.512844,#0078d2
-0.6288263,0.5726809,-0.6079354,#0078e1
-0.5769825,0.5820825,-0.70276886,#0078f0
-0.5241528,0.5902526,-0.79924303,#0078ff
-1.3089494,0.12463212,0.450822,#008700
-1.2565072,0.121410154,0.38963225,#00870f
-1.2059463,0.11388852,0.32890135,#00871e
-1.163763,0.121069446,0.26515707,#00872d
-1.121763,0.14284837,0.19400385,#00873c
-1.0765833,0.17446554,0.12455928,#00874b
-1.030789,0.21195015,0.056058247,#00875a
-0.9854542,0.25580347,-0.011730513,#008769
-0.9391317,0.30078927,-0.08138942,#008778
-0.8893203,0.33258665,-0.16130558,#008787
-0.83690345,0.35547215,-0.24868618,#008796
-0.78316253,0.37714255,-0.3390002,#0087a5
-0.7282591,0.3980987,-0.43236917,#0087b4
-0.67215437,0.41768906,-0.5288325,#0087c3
-0.6147709,0.43490005,-0.6279131,#0087d2
-0.55643284,0.44928366,-0.7291235,#0087e1
-0.49907282,0.46090955,-0.8307894,#0087f0
-0.44494244,0.4697861,-0.93073666,#0087ff
-1.2360772,0.0003697121,0.33562392,#009600
-1.1824074,-0.0047669737,0.27300555,#00960f
-1.1293424,-0.015719693,0.21088773,#00961e
-1.0858736,-0.013269236,0.14787926,#00962d
-1.0446335,0.003754624,0.076554246,#00963c
-1.0006682,0.030847246,0.004045459,#00964b
-0.95463854,0.06427006,-0.06667564,#00965a
-0.90897775,0.10320518,-0.13694349,#009669
-0.8636525,0.14798205,-0.20667112,#009678
-0.81691056,0.19210097,-0.27918413,#009687
-0.76624346,0.22175932,-0.3627959,#009696
-0.7130205,0.24338804,-0.45338637,#0096a5
-0.6585043,0.26393217,-0.5468082,#0096b4
-0.6028144,0.2838604,-0.64325225,#0096c3
-0.5459506,0.30273026,-0.74298143,#0096d2
-0.4878103,0.31963378,-0.8455698,#0096e1
-0.42843875,0.33375385,-0.9506544,#0096f0
-0.36838275,0.34517476,-1.0577321,#0096ff
-1.1603796,-0.12516035,0.2183255,#00a500
-1.1056992,-0.13195159,0.15431245,#00a50f
-1.0502543,-0.14589143,0.09053777,#00a51e
-1.0049584,-0.14759703,0.027471682,#00a52d
-0.9639734,-0.13507463,-0.04258287,#00a53c
-0.9212725,-0.11249303,-0.11798039,#00a54b
-0.87562376,-0.08223174,-0.19086236,#00a55a
-0.82939225,-0.04793267,-0.26353422,#00a569
-0.78394985,-0.0074986303,-0.33557126,#00a578
-0.7385214,0.037763298,-0.4074362,#00a587
-0.6912773,0.08066863,-0.4830449,#00a596
-0.63970447,0.108189814,-0.5704165,#00a5a5
-0.58566004,0.1285783,-0.6642726,#00a5b4
-0.53034514,0.14796008,-0.7609027,#00a5c3
-0.47384864,0.16676068,-0.86049134,#00a5d2
-0.41617873,0.18470173,-0.9634906,#00a5e1
-0.35726508,0.2010853,-1.0695816,#00a5f0
-0.29707178,0.21493486,-1.1783553,#00a5ff
-1.0818379,-0.25190496,0.09889634,#00b400
-1.0263139,-0.2601615,0.033505518,#00b40f
-0.9686885,-0.27665523,-0.03212053,#00b41e
-0.9212394,-0.28221184,-0.09575829,#00b42d
-0.88005537,-0.2740441,-0.16431959,#00b43c
-0.83814037,-0.2551594,-0.2411739,#00b44b
-0.7934812,-0.22859858,-0.31690127,#00b45a
-0.7470746,-0.1973396,-0.39144406,#00b469
-0.70092255,-0.16197766,-0.4660936,#00b478
-0.6556509,-0.12022077,-0.5399717,#00b487
-0.61003095,-0.074871555,-0.6141823,#00b496
-0.56220216,-0.033468705,-0.6931105,#00b4a5
-0.50967985,-0.00804545,-0.78428537,#00b4b4
-0.45478976,0.011115943,-0.88146436,#00b4c3
-0.39866203,0.029319981,-0.9813887,#00b4d2
-0.3413443,0.046939466,-1.0842009,#00b4e1
-0.28285378,0.06381128,-1.1904721,#00b4f0
-0.2231219,0.07943758,-1.3000737,#00b4ff
-1.0004592,-0.37981468,-0.022706112,#00c300
-0.94423234,-0.38937473,-0.08944536,#00c30f
-0.8846288,-0.40803346,-0.15706182,#00c31e
-0.83491004,-0.41724095,-0.22156486,#00c32d
-0.79295063,-0.41298297,-0.2892984,#00c33c
-0.7514797,-0.39742067,-0.3658173,#00c34b
-0.7079278,-0.37503955,-0.4447701,#00c35a
-0.6618563,-0.3460711,-0.52112675,#00c369
-0.6151567,-0.31448564,-0.5978999,#00c378
-0.569242,-0.27774605,-0.6744376,#00c387
-0.524041,-0.23502602,-0.7503019,#00c396
-0.4781552,-0.1899165,-0.82705414,#00c3a5
-0.42965636,-0.15026318,-0.9095105,#00c3b4
-0.37616363,-0.12686351,-1.0045125,#00c3c3
-0.3204053,-0.10891252,-1.1050676,#00c3d2
-0.26344356,-0.091886215,-1.2083545,#00c3e1
-0.20529754,-0.07547337,-1.3144767,#00c3f0
-0.14595626,-0.05975996,-1.424043,#00c3ff
-0.9162602,-0.5088269,-0.1465162,#00d200
-0.8594278,-0.5195673,-0.21458434,#00d20f
-0.79804593,-0.54006404,-0.2842805,#00d21e
-0.74608654,-0.5526488,-0.34985843,#00d22d
-0.70277315,-0.55187106,-0.41760516,#00d23c
-0.6616392,-0.5399201,-0.4926623,#00d24b
-0.6187709,-0.52090955,-0.57399243,#00d25a
-0.57346946,-0.4949998,-0.652922,#00d269
-0.5267121,-0.46560004,-0.73128146,#00d278
-0.4799556,-0.43343097,-0.81027895,#00d287
-0.43433627,-0.39521593,-0.8886738,#00d296
-0.389087,-0.35194793,-0.9667137,#00d2a5
-0.34288406,-0.30733326,-1.046184,#00d2b4
-0.29362953,-0.269635,-1.1323546,#00d2c3
-0.23912944,-0.24816544,-1.2311893,#00d2d2
-0.18249579,-0.23140363,-1.3351634,#00d2e1
-0.12468201,-0.21555056,-1.4418749,#00d2f0
-0.065687954,-0.20034981,-1.5513923,#00d2ff
-0.82925445,-0.63887244,-0.27256355,#00e100
-0.77189064,-0.65069515,-0.3419542,#00e10f
-0.7089274,-0.672761,-0.41376343,#00e11e
-0.6548492,-0.6883579,-0.4806142,#00e12d
-0.60974735,-0.6909583,-0.5488943,#00e13c
-0.56870884,-0.68268114,-0.62235105,#00e14b
-0.52616805,-0.66608673,-0.7045428,#00e15a
-0.48174787,-0.64417213,-0.7867887,#00e169
-0.4352934,-0.6164558,-0.8667096,#00e178
-0.38815075,-0.5871298,-0.9475262,#00e187
-0.34154943,-0.55393547,-1.0286108,#00e196
-0.29617348,-0.51442325,-1.1089282,#00e1a5
-0.25077173,-0.4709783,-1.1893322,#00e1b4
-0.20420021,-0.4270563,-1.271674,#00e1c3
-0.1541043,-0.39148638,-1.3617392,#00e1d2
-0.098578185,-0.3718448,-1.464403,#00e1e1
-0.041059002,-0.35624555,-1.5718306,#00e1f0
0.017628176,-0.341555,-1.6820222,#00e1ff
-0.739469,-0.769884,-0.40089017,#00f000
-0.68163097,-0.7827062,-0.47159725,#00f00f
-0.6172686,-0.8061205,-0.5455073,#00f01e
-0.56123513,-0.82431287,-0.61382574,#00f02d
-0.51406723,-0.8303807,-0.68288493,#00f03c
-0.47268432,-0.8253291,-0.7554236,#00f04b
-0.43046066,-0.81128395,-0.8370664,#00f05a
-0.38659757,-0.7928542,-0.92223096,#00f069
-0.3407256,-0.76764333,-1.0044364,#00f078
-0.2936263,-0.7398781,-1.0866302,#00f087
-0.24626675,-0.7104122,-1.1698945,#00f096
-0.19997801,-0.67585355,-1.2529472,#00f0a5
-0.15471996,-0.6353956,-1.3353293,#00f0b4
-0.10908916,-0.5920768,-1.4182711,#00f0c3
-0.06211444,-0.5490021,-1.5036246,#00f0d2
-0.011075753,-0.51569915,-1.597732,#00f0e1
0.045477204,-0.49777263,-1.7042093,#00f0f0
0.1039036,-0.48331487,-1.8151304,#00f0ff
-0.6469408,-0.9017837,-0.5315238,#00ff00
-0.58866036,-0.915539,-0.60355186,#00ff0f
-0.5230906,-0.94011587,-0.6795086,#00ff1e
-0.46525002,-0.9605079,-0.7495042,#00ff2d
-0.4158923,-0.97006875,-0.8194589,#00ff3c
-0.3736436,-0.9677463,-0.8919922,#00ff4b
-0.33180466,-0.9568196,-0.97208947,#00ff5a
-0.28814778,-0.9405516,-1.0589539,#00ff69
-0.24290903,-0.9191082,-1.144419,#00ff78
-0.19610609,-0.8926114,-1.2279942,#00ff87
-0.14853899,-0.8651852,-1.3128091,#00ff96
-0.10117399,-0.83514476,-1.3983887,#00ffa5
-0.055244133,-0.79914224,-1.4833765,#00ffb4
-0.009970442,-0.7581338,-1.5679915,#00ffc3
0.035953034,-0.71516234,-1.6536216,#00ffd2
0.08337833,-0.67307335,-1.7421091,#00ffe1
0.13544975,-0.6421424,-1.8403916,#00fff0
0.19303212,-0.6258163,-1.9506589,#00ffff
-1.7365237,1.1681025,1.409971,#0f0000
-1.6748041,1.1844755,1.383343,#0f000f
-1.6282926,1.2025595,1.3283306,#0f001e
-1.5855014,1.2255428,1.2639822,#0f002d
-1.5433656,1.2496881,1.1968796,#0f003c
-1.50032,1.273429,1.1282729,#0f004b
-1.4560181,1.2963747,1.0583478,#0f005a
-1.4105027,1.3184735,0.98702335,#0f0069
-1.3639092,1.3397715,0.91413105,#0f0078
-1.316371,1.3603036,0.8394927,#0f0087
-1.2679732,1.3800901,0.76295096,#0f0096
-1.2187767,1.3991138,0.6843894,#0f00a5
-1.1688163,1.417341,0.6037048,#0f00b4
-1.1180964,1.4347142,0.5208044,#0f00c3
-1.0666174,1.4511842,0.4356185,#0f00d2
-1.0143828,1.4666854,0.34807533,#0f00e1
-0.9613916,1.4811568,0.25810808,#0f00f0
-0.9076284,1.4945295,0.16565065,#0f00ff
-1.6892123,1.0561153,1.3335103,#0f0f00
-1.6389413,1.0857439,1.2946142,#0f0f0f
-1.5910989,1.1136436,1.2351824,#0f0f1e
-1.5490263,1.1378384,1.1698862,#0f0f2d
-1.5076948,1.1607497,1.1033481,#0f0f3c
-1.4651427,1.1827722,1.0354328,#0f0f4b
-1.4211483,1.2042286,0.96579194,#0f0f5a
-1.3758261,1.2252597,0.89419615,#0f0f69
-1.3293581,1.2458131,0.82059526,#0f0f78
-1.2819003,1.265784,0.7449858,#0f0f87
-1.2335542,1.285087,0.66734535,#0f0f96
-1.184368,1.303654,0.5876264,#0f0fa5
-1.1343733,1.3214296,0.5057649,#0f0fb4
-1.0835756,1.33836,0.42170092,#0f0fc3
-1.0319792,1.3543872,0.3353736,#0f0fd2
-0.9795871,1.3694556,0.24671331,#0f0fe1
-0.9263958,1.3835111,0.155668,#0f0ff0
-0.87239856,1.3964882,0.062169254,#0f0fff
-1.6503476,0.93774754,1.2416726,#0f1e00
-1.6038549,0.96154594,1.1945786,#0f1e0f
-1.5536793,1.0003725,1.1375874,#0f1e1e
-1.5049828,1.0333067,1.0715678,#0f1e2d
-1.4593773,1.0593837,1.002788,#0f1e3c
-1.4160788,1.0818533,0.93439656,#0f1e4b
-1.3723682,1.102471,0.86522216,#0f1e5a
-1.3276308,1.1220931,0.79462284,#0f1e69
-1.2818971,1.1411028,0.7222255,#0f1e78
-1.235189,1.159727,0.6476515,#0f1e87
-1.1875046,1.178085,0.57057333,#0f1e96
-1.1388727,1.1961114,0.49088606,#0f1ea5
-1.089322,1.2136014,0.40865558,#0f1eb4
-1.0389155,1.2303607,0.32399103,#0f1ec3
-0.9876804,1.2462468,0.23693998,#0f1ed2
-0.93562865,1.261158,0.14748943,#0f1ee1
-0.8827645,1.2750322,0.055608157,#0f1ef0
-0.82908076,1.2878028,-0.03875272,#0f1eff
-1.6038945,0.81862015,1.1409171,#0f2d00
-1.5605129,0.83362883,1.0886558,#0f2d0f
-1.5121652,0.8678962,1.0305618,#0f2d1e
-1.46342,0.9110934,0.97054356,#0f2d2d
-1.4133856,0.9442028,0.90193653,#0f2d3c
-1.3631957,0.97111464,0.82963103,#0f2d4b
-1.3159436,0.9938552,0.7578255,#0f2d5a
-1.2705028,1.0136646,0.68616307,#0f2d69
-1.2246852,1.0321215,0.61326087,#0f2d78
-1.1780739,1.0497562,0.5386803,#0f2d87
-1.1306822,1.0667155,0.46223658,#0f2d96
-1.0824996,1.0830497,0.3837586,#0f2da5
-1.0335021,1.0988195,0.30301058,#0f2db4
-0.9836111,1.1141214,0.21967024,#0f2dc3
-0.9327641,1.1289879,0.13345039,#0f2dd2
-0.880938,1.1433073,0.044281837,#0f2de1
-0.8281844,1.1568662,-0.047712818,#0f2df0
-0.77455276,1.1694736,-0.14240168,#0f2dff
-1.5530604,0.700056,1.0363644,#0f3c00
-1.5096896,0.7082848,0.98138785,#0f3c0f
-1.4632976,0.7324294,0.9208474,#0f3c1e
-1.4160681,0.7739966,0.86114717,#0f3c2d
-1.3679397,0.8180266,0.7992978,#0f3c3c
-1.3172548,0.8500809,0.7282917,#0f3c4b
-1.2649009,0.87704176,0.6530181,#0f3c5a
-1.2131565,0.90075344,0.5766887,#0f3c69
-1.1647807,0.9206255,0.50122166,#0f3c78
-1.1177229,0.938254,0.42542386,#0f3c87
-1.0701997,0.954812,0.34807798,#0f3c96
-1.0219424,0.9705886,0.26887912,#0f3ca5
-0.9729269,0.98562,0.18770573,#0f3cb4
-0.9231651,0.9998929,0.10448218,#0f3cc3
-0.8726485,1.0133833,0.019099643,#0f3cd2
-0.82135874,1.0260909,-0.06859469,#0f3ce1
-0.76922065,1.0380554,-0.15884209,#0f3cf0
-0.7161425,1.0493517,-0.25199145,#0f3cff
-1.4986753,0.5809716,0.9295197,#0f4b00
-1.4532163,0.5844658,0.872705,#0f4b0f
-1.4077048,0.598213,0.81100625,#0f4b1e
-1.3613926,0.63313496,0.74892116,#0f4b2d
-1.3150935,0.6777022,0.6881104,#0f4b3c
-1.2672887,0.721284,0.62396926,#0f4b4b
-1.216432,0.7520279,0.5502241,#0f4b5a
-1.1634853,0.7786053,0.47221053,#0f4b69
-1.1093773,0.80284274,0.3919439,#0f4b78
-1.0566944,0.82361037,0.31132448,#0f4b87
-1.0073751,0.84095865,0.23167181,#0f4b96
-0.95880955,0.8565517,0.15125932,#0f4ba5
-0.90966773,0.8711827,0.06907763,#0f4bb4
-0.859777,0.88500166,-0.0150931245,#0f4bc3
-0.8091341,0.8980043,-0.101345725,#0f4bd2
-0.7577379,0.91015613,-0.18974255,#0f4be1
-0.7055988,0.9214167,-0.28034383,#0f4bf0
-0.65270483,0.9317426,-0.3732313,#0f4bff
-1.44085,0.46092662,0.82078135,#0f5a00
-1.3927908,0.46091574,0.7623073,#0f5a0f
-1.3466178,0.46586472,0.70075333,#0f5a1e
-1.3012743,0.49335697,0.636247,#0f5a2d
-1.2553945,0.5326428,0.5731925,#0f5a3c
-1.2096194,0.5788185,0.51093155,#0f5a4b
-1.1619359,0.6213041,0.4439908,#0f5a5a
-1.1110586,0.650673,0.36724246,#0f5a69
-1.0580314,0.6766303,0.2864327,#0f5a78
-1.0032995,0.70083433,0.20290263,#0f5a87
-0.947718,0.72226804,0.117540166,#0f5a96
-0.89434063,0.7401392,0.03247794,#0f5aa5
-0.84396404,0.75509953,-0.051727176,#0f5ab4
-0.79385555,0.7686229,-0.13708356,#0f5ac3
-0.74308765,0.7812132,-0.22437747,#0f5ad2
-0.69154716,0.79293346,-0.31378627,#0f5ae1
-0.6392402,0.8037631,-0.40538052,#0f5af0
-0.58617425,0.8136614,-0.49921837,#0f5aff
-1.379593,0.3398143,0.7102745,#0f6900
-1.3291309,0.33699423,0.65023255,#0f690f
-1.2811291,0.33521938,0.5890578,#0f691e
-1.2367787,0.35469183,0.5228828,#0f692d
-1.191109,0.38896626,0.45751882,#0f693c
-1.1456481,0.4303723,0.3930677,#0f694b
-1.1001154,0.47749323,0.32901314,#0f695a
-1.0523233,0.51843524,0.2589118,#0f6969
-1.001309,0.5463761,0.1790152,#0f6978
-0.9482739,0.5715212,0.09531647,#0f6987
-0.893465,0.5953507,0.008691218,#0f6996
-0.8369819,0.6169029,-0.0804192,#0f69a5
-0.78010803,0.63535714,-0.17094596,#0f69b4
-0.7260927,0.6503946,-0.26057148,#0f69c3
-0.674497,0.66301215,-0.3496549,#0f69d2
-0.62278795,0.67437917,-0.44022614,#0f69e1
-0.57034844,0.68479127,-0.53288704,#0f69f0
-0.5171277,0.69427514,-0.62776566,#0f69ff
-1.314975,0.21758279,0.59801525,#0f7800
-1.2624834,0.21241908,0.5365093,#0f780f
-1.2121274,0.20559444,0.47504008,#0f781e
-1.1680328,0.21734308,0.4087814,#0f782d
-1.1231855,0.24656235,0.34087992,#0f783c
-1.0775467,0.28321126,0.2741029,#0f784b
-1.0323865,0.32628912,0.20808966,#0f785a
-0.9868935,0.37380478,0.14192948,#0f7869
-0.9387548,0.41287017,0.06841875,#0f7878
-0.88740987,0.4393512,-0.014700385,#0f7887
-0.8342292,0.46352878,-0.101368725,#0f7896
-0.7793879,0.48671386,-0.19106719,#0f78a5
-0.7227547,0.5080745,-0.2835788,#0f78b4
-0.6645462,0.5266402,-0.37836388,#0f78c3
-0.6065519,0.54206276,-0.47410545,#0f78d2
-0.5518339,0.55434155,-0.5684544,#0f78e1
-0.4988575,0.5646098,-0.66271144,#0f78f0
-0.44549146,0.57371765,-0.7587424,#0f78ff
-1.2470877,0.09418237,0.4839766,#0f8700
-1.1929476,0.08703824,0.4210926,#0f870f
-1.1401263,0.07629108,0.3586278,#0f871e
-1.0953419,0.08127833,0.29342648,#0f872d
-1.0516678,0.10467951,0.22293293,#0f873c
-1.0061809,0.13784496,0.15417422,#0f874b
-0.96067005,0.17579043,0.08561451,#0f875a
-0.9157216,0.22032702,0.017925914,#0f8769
-0.8701018,0.26773962,-0.050615028,#0f8778
-0.8214342,0.30469847,-0.12771909,#0f8787
-0.76957923,0.3297187,-0.21411072,#0f8796
-0.7160562,0.3528109,-0.30382794,#0f87a5
-0.6610301,0.37512594,-0.3966115,#0f87b4
-0.604339,0.39602762,-0.4924564,#0f87c3
-0.54582924,0.41448265,-0.5909165,#0f87d2
-0.48594964,0.42991298,-0.6915007,#0f87e1
-0.42699227,0.44233438,-0.79246414,#0f87f0
-0.37143424,0.45192447,-0.89174455,#0f87ff
-1.1760316,-0.030420182,0.3680935,#0f9600
-1.120568,-0.039264277,0.3038904,#0f960f
-1.0653977,-0.053181425,0.23997171,#0f961e
-1.0192261,-0.053951252,0.17570677,#0f962d
-0.9763141,-0.036478933,0.10387247,#0f963c
-0.9315955,-0.006893056,0.032756504,#0f964b
-0.8858602,0.027385369,-0.037831128,#0f965a
-0.8405427,0.066709064,-0.10816134,#0f9669
-0.79569596,0.112356566,-0.1776836,#0f9678
-0.7498277,0.15923981,-0.24885929,#0f9687
-0.70048565,0.19394961,-0.3296989,#0f9696
-0.64799047,0.21753268,-0.4194029,#0f96a5
-0.5939491,0.23946439,-0.51225543,#0f96b4
-0.53853893,0.26074567,-0.6081426,#0f96c3
-0.48163718,0.28092825,-0.70730096,#0f96d2
-0.4230106,0.2991002,-0.8093172,#0f96e1
-0.36261442,0.31435594,-0.9138573,#0f96f0
-0.301137,0.32665253,-1.020372,#0f96ff
-1.1018955,-0.15623876,0.25028497,#0fa500
-1.0453668,-0.16655606,0.18479665,#0fa50f
-0.9880493,-0.18308754,0.119138084,#0fa51e
-0.9400223,-0.18861713,0.055008475,#0fa52d
-0.8971725,-0.17670855,-0.01633002,#0fa53c
-0.85360384,-0.15169546,-0.09041215,#0fa54b
-0.80806696,-0.119826004,-0.16266379,#0fa55a
-0.762242,-0.08493844,-0.23535176,#0fa569
-0.71716774,-0.044077903,-0.3074078,#0fa578
-0.67230856,0.0022344922,-0.37897518,#0fa587
-0.62610185,0.048246916,-0.45301184,#0fa596
-0.5759654,0.080634095,-0.53769404,#0fa5a5
-0.52273846,0.10281191,-0.63075405,#0fa5b4
-0.468068,0.123544864,-0.7268244,#0fa5c3
-0.41209882,0.14368539,-0.82586485,#0fa5d2
-0.35478568,0.16293164,-0.92831945,#0fa5e1
-0.2959207,0.18058248,-1.033866,#0fa5f0
-0.23532099,0.19563699,-1.1421399,#0fa5ff
-1.0247543,-0.28324673,0.13047153,#0fb400
-0.96735984,-0.29486135,0.06372119,#0fb40f
-0.9081047,-0.3135677,-0.003862481,#0fb41e
