X,Y,Z,hexcode
1.4851645,-1.0297408,0.08646098,#002db4
1.487798,-1.011286,-0.06009606,#002dc3
1.4926401,-0.9965473,-0.20619765,#002dd2
1.4996537,-0.9860269,-0.35050097,#002de1
1.508723,-0.97994494,-0.49201462,#002df0
1.519808,-0.97825587,-0.63017696,#002dff
1.2390541,-1.2764571,1.6307307,#003c00
1.2806617,-1.2351366,1.5359919,#003c0f
1.3075243,-1.2059044,1.4415354,#003c1e
1.318476,-1.1872058,1.3517402,#003c2d
1.3392113,-1.1604563,1.2321723,#003c3c
1.3644328,-1.1319834,1.1014915,#003c4b
1.3824563,-1.1020297,0.9713871,#003c5a
1.3988348,-1.0720458,0.8375971,#003c69
1.421189,-1.0434424,0.6951325,#003c78
1.440976,-1.0153242,0.54459476,#003c87
1.4495027,-0.9875954,0.39007965,#003c96
1.4514873,-0.9625326,0.23534854,#003ca5
1.4526159,-0.94168335,0.08286659,#003cb4
1.4550594,-0.92521685,-0.06605035,#003cc3
1.4595383,-0.91298246,-0.21119443,#003cd2
1.4664003,-0.9048361,-0.35316297,#003ce1
1.4759525,-0.9005019,-0.49275127,#003cf0
1.4885,-0.89961016,-0.6307407,#003cff
1.1373168,-1.1432656,1.5980864,#004b00
1.1815088,-1.0996368,1.5014474,#004b0f
1.2171654,-1.0634321,1.3998235,#004b1e
1.230031,-1.0443425,1.3103198,#004b2d
1.2392194,-1.0262562,1.212761,#004b3c
1.2630311,-1.0010362,1.0845112,#004b4b
1.2909415,-0.9762652,0.9488698,#004b5a
1.3119558,-0.9510124,0.81589675,#004b69
1.3279845,-0.9254782,0.6819169,#004b78
1.3471352,-0.90206677,0.5438973,#004b87
1.3745127,-0.88112783,0.3976829,#004b96
1.3999906,-0.8618872,0.24504657,#004ba5
1.414546,-0.8439323,0.08956656,#004bb4
1.4213824,-0.8286881,-0.065613165,#004bc3
1.426929,-0.8177649,-0.21816263,#004bd2
1.4340441,-0.8113923,-0.36675996,#004be1
1.4435365,-0.8091985,-0.51046985,#004bf0
1.4556354,-0.81085926,-0.64914405,#004bff
1.0335948,-1.0027684,1.5626125,#005a00
1.0801567,-0.95699334,1.4641776,#005a0f
1.1214713,-0.91510224,1.3583193,#005a1e
1.1413381,-0.8888479,1.2591674,#005a2d
1.1480739,-0.87754107,1.1722649,#005a3c
1.1584356,-0.8587117,1.0632184,#005a4b
1.1851612,-0.8362467,0.92807317,#005a5a
1.215457,-0.8156119,0.7878237,#005a69
1.2399354,-0.79556733,0.6517927,#005a78
1.2580256,-0.77499294,0.516125,#005a87
1.2755195,-0.75644207,0.37928906,#005a96
1.2993202,-0.7411546,0.23865138,#005aa5
1.3325616,-0.7290292,0.090691954,#005ab4
1.3644075,-0.71959585,-0.061906762,#005ac3
1.3864421,-0.7123854,-0.2159857,#005ad2
1.3997611,-0.7078477,-0.3691082,#005ae1
1.4109709,-0.7074608,-0.5189729,#005af0
1.4237494,-0.7116058,-0.6644956,#005aff
0.9278458,-0.85405385,1.524001,#006900
0.97666395,-0.805919,1.4237018,#00690f
1.0202398,-0.7598225,1.3158154,#00691e
1.0492188,-0.7259772,1.207591,#00692d
1.0596682,-0.71112937,1.1141375,#00693c
1.0632377,-0.7031885,1.0243315,#00694b
1.0767022,-0.6849012,0.90347135,#00695a
1.1060907,-0.6662024,0.7629271,#006969
1.138704,-0.6503215,0.6186413,#006978
1.1668239,-0.6360016,0.4796523,#006987
1.1882333,-0.6212721,0.34251258,#006996
1.2071685,-0.6080212,0.2049328,#0069a5
1.2283506,-0.59820616,0.06717533,#0069b4
1.2583076,-0.59222037,-0.0741829,#0069c3
1.298182,-0.5898479,-0.22165428,#0069d2
1.3370218,-0.5909238,-0.37199903,#0069e1
1.3675641,-0.595045,-0.5224113,#0069f0
1.3888766,-0.60176826,-0.6711807,#0069ff
0.8201145,-0.69613284,1.4818453,#007800
0.8709097,-0.6452774,1.3796526,#00780f
0.91564023,-0.59602475,1.2704449,#00781e
0.9533311,-0.55466294,1.1553603,#00782d
0.968586,-0.5325922,1.0517225,#00783c
0.97376823,-0.52831066,0.9626383,#00784b
0.9765549,-0.52076447,0.8649221,#00785a
0.99449295,-0.505084,0.7339734,#007869
1.0264442,-0.49110138,0.5892917,#007878
1.0615402,-0.48074067,0.4417165,#007887
1.0933616,-0.47268417,0.30001852,#007896
1.11899,-0.46472293,0.16205822,#0078a5
1.140741,-0.45753348,0.023837617,#0078b4
1.1632178,-0.45364442,-0.113355555,#0078c3
1.1896755,-0.45369554,-0.25002947,#0078d2
1.2270535,-0.4578892,-0.39004594,#0078e1
1.2741747,-0.46592054,-0.53475463,#0078f0
1.3204863,-0.4779094,-0.68070716,#0078ff
0.71045375,-0.5279125,1.435668,#008700
0.7628942,-0.4739152,1.3315088,#00870f
0.8092892,-0.421959,1.2208754,#00871e
0.85194945,-0.37356842,1.1014023,#00872d
0.87389255,-0.3450454,0.98901695,#00873c
0.88405925,-0.33535403,0.89088994,#00874b
0.885535,-0.33807692,0.8024176,#00875a
0.8893203,-0.33085534,0.69409794,#008769
0.91244555,-0.31955373,0.5552344,#008778
0.94705474,-0.3112338,0.4075361,#008787
0.9849026,-0.3072403,0.25754488,#008796
1.0205815,-0.30612993,0.113592125,#0087a5
1.0509636,-0.30568478,-0.024535527,#0087b4
1.0765773,-0.30552906,-0.16255514,#0087c3
1.1018993,-0.30817568,-0.29935324,#0087d2
1.1294597,-0.31475416,-0.43392938,#0087e1
1.1625022,-0.3253801,-0.56758326,#0087f0
1.2081966,-0.34027082,-0.7041796,#0087ff
0.5989666,-0.34821177,1.3849288,#009600
0.65273863,-0.2906444,1.2787145,#00960f
0.7015009,-0.23602584,1.1665058,#00961e
0.7454464,-0.18215789,1.0448314,#00962d
0.77686465,-0.14617524,0.92455685,#00963c
0.7906392,-0.12948202,0.816166,#00964b
0.7958822,-0.13307393,0.7236258,#00965a
0.7963291,-0.13917884,0.63186806,#009669
0.8029426,-0.13417257,0.5125301,#009678
0.83132476,-0.12866133,0.36785448,#009687
0.8688549,-0.12698533,0.2181961,#009696
0.9098152,-0.13028249,0.066781834,#0096a5
0.94963527,-0.13692848,-0.07873904,#0096b4
0.98493814,-0.1445704,-0.21652114,#0096c3
1.0154574,-0.15246734,-0.35324615,#0096d2
1.0443808,-0.16236044,-0.48898426,#0096e1
1.0750649,-0.1760144,-0.6219173,#0096f0
1.1087252,-0.19357006,-0.7518981,#0096ff
0.48575225,-0.15573545,1.3289813,#00a500
0.54060984,-0.09418963,1.2206172,#00a50f
0.5920432,-0.036694232,1.1068481,#00a51e
0.63571995,0.021478908,0.9837786,#00a52d
0.67638695,0.06645669,0.8564977,#00a53c
0.6939024,0.08774339,0.7404457,#00a54b
0.7052217,0.0904518,0.63812,#00a55a
0.7062034,0.076174244,0.5481987,#00a569
0.7070134,0.068360895,0.44993955,#00a578
0.71865094,0.06865719,0.3209936,#00a587
0.7521221,0.06711555,0.17256522,#00a596
0.7929114,0.061149668,0.022011822,#00a5a5
0.8373864,0.049628217,-0.12979726,#00a5b4
0.88167155,0.034340516,-0.2759767,#00a5c3
0.921957,0.018055787,-0.4129522,#00a5d2
0.9581412,0.0012481848,-0.5473414,#00a5e1
0.99141836,-0.016692603,-0.6810472,#00a5f0
1.0258875,-0.03795864,-0.8118398,#00a5ff
0.370961,0.050877213,1.2671311,#00b400
0.4266927,0.116807595,1.1564982,#00b40f
0.4807969,0.177515,1.0412371,#00b41e
0.5245929,0.23937696,0.91658723,#00b42d
0.57067007,0.29277003,0.7846008,#00b43c
0.5958123,0.31925365,0.66182965,#00b44b
0.61047465,0.32860848,0.54927903,#00b45a
0.6171757,0.31524798,0.45378605,#00b469
0.6170991,0.29370666,0.36374053,#00b478
0.618933,0.2835602,0.25695145,#00b487
0.63751054,0.27700335,0.12048991,#00b496
0.67590535,0.26722386,-0.029794987,#00b4a5
0.7203464,0.25260377,-0.18017732,#00b4b4
0.7687415,0.23191579,-0.3312651,#00b4c3
0.81781363,0.20706926,-0.4770394,#00b4d2
0.8631941,0.18151739,-0.6127097,#00b4e1
0.9053667,0.15520301,-0.74394196,#00b4f0
0.9438189,0.12837514,-0.8745201,#00b4ff
0.25473174,0.27306524,1.198558,#00c300
0.31121528,0.34375528,1.0855668,#00c30f
0.3678094,0.4080789,0.9688288,#00c31e
0.41308722,0.4732758,0.8422589,#00c32d
0.46078327,0.53313124,0.7080384,#00c33c
0.496316,0.56844234,0.5777183,#00c34b
0.51303345,0.58084226,0.45826778,#00c35a
0.5267858,0.57401884,0.3530209,#00c369
0.5288069,0.5463339,0.2617835,#00c378
0.52985847,0.5201645,0.16956794,#00c387
0.53395975,0.50527704,0.054151136,#00c396
0.5605299,0.49014708,-0.087785676,#00c3a5
0.6038303,0.4709989,-0.23825434,#00c3b4
0.6523072,0.4467253,-0.38734895,#00c3c3
0.7049885,0.41594467,-0.5366332,#00c3d2
0.7591198,0.38067394,-0.6808454,#00c3e1
0.8098135,0.34510776,-0.8145784,#00c3f0
0.85784733,0.30892774,-0.94209075,#00c3ff
0.13722292,0.51229954,1.122375,#00d200
0.1944085,0.58808833,1.0069216,#00d20f
0.2532616,0.6564397,0.88868,#00d21e
0.30112034,0.72486967,0.7601688,#00d22d
0.34822607,0.789882,0.62479603,#00d23c
0.39352462,0.83601934,0.4873021,#00d24b
0.41517594,0.85022306,0.36308226,#00d25a
0.43245164,0.84942013,0.24789794,#00d269
0.44198838,0.82369673,0.150881,#00d278
0.44259718,0.7846841,0.06164895,#00d287
0.44536868,0.75496,-0.034827776,#00d296
0.4539354,0.7324841,-0.15737936,#00d2a5
0.48877555,0.7072875,-0.30258194,#00d2b4
0.5370306,0.6776981,-0.4517322,#00d2c3
0.589899,0.6428026,-0.5984428,#00d2d2
0.64719784,0.6010406,-0.74481,#00d2e1
0.70656234,0.55455685,-0.8862905,#00d2f0
0.7628232,0.50816447,-1.0173693,#00d2ff
0.018635776,0.7700367,1.0376115,#00e100
0.07649244,0.8512425,0.9195805,#00e10f
0.13736597,0.92400396,0.7997402,#00e11e
0.18841554,0.9957381,0.6695674,#00e12d
0.23446105,1.0651579,0.532912,#00e13c
0.28625116,1.120715,0.39059287,#00e14b
0.31729504,1.140547,0.26063454,#00e15a
0.33633602,1.1415919,0.13909873,#00e169
0.35377854,1.1221339,0.032880805,#00e178
0.358341,1.0784802,-0.05818129,#00e187
0.36037955,1.0309395,-0.1465681,#00e196
0.36488578,0.9964956,-0.24901158,#00e1a5
0.38048074,0.96413183,-0.3765644,#00e1b4
0.4233154,0.92753714,-0.5226215,#00e1c3
0.47664317,0.88647515,-0.6690708,#00e1d2
0.53418994,0.84003896,-0.81230325,#00e1e1
0.59632754,0.78649384,-0.95470905,#00e1f0
0.6610162,0.7280866,-1.0923097,#00e1ff
-0.10084703,1.0476898,0.9431875,#00f000
-0.04225851,1.1345634,0.8225159,#00f00f
0.020459933,1.212028,0.7009709,#00f01e
0.07497854,1.2872533,0.5694891,#00f02d
0.12128901,1.3603711,0.43103734,#00f03c
0.1762545,1.42274,0.28666994,#00f04b
0.2187287,1.4533414,0.14944236,#00f05a
0.2407971,1.4532515,0.024756208,#00f069
0.26220614,1.4388796,-0.090798035,#00f078
0.27586108,1.3978502,-0.18724537,#00f087
0.27859786,1.3389797,-0.27438232,#00f096
0.28336415,1.2852683,-0.3629524,#00f0a5
0.29018596,1.2430943,-0.47125643,#00f0b4
0.31487828,1.1990458,-0.60200197,#00f0c3
0.36518055,1.1499087,-0.746582,#00f0d2
0.42367736,1.0964346,-0.8890694,#00f0e1
0.48610744,1.0376273,-1.0277779,#00f0f0
0.55324715,0.97155005,-1.1652044,#00f0ff
-0.22098808,1.3465163,0.83800596,#00ff00
-0.16158165,1.4392273,0.7146343,#00ff0f
-0.09712776,1.5216131,0.5912954,#00ff1e
-0.0390133,1.6005182,0.45886838,#00ff2d
0.009334958,1.676712,0.31835538,#00ff3c
0.06478131,1.7444205,0.173429,#00ff4b
0.11734366,1.7873122,0.029294617,#00ff5a
0.14643693,1.787987,-0.09839383,#00ff69
0.16995847,1.7744094,-0.21967942,#00ff78
0.19231524,1.7389232,-0.32435858,#00ff87
0.20075284,1.676543,-0.4130764,#00ff96
0.20470387,1.6052313,-0.4972153,#00ffa5
0.21242285,1.5463765,-0.5874499,#00ffb4
0.22306207,1.4933248,-0.69980717,#00ffc3
0.25806528,1.4360137,-0.8320748,#00ffd2
0.31532294,1.3733385,-0.9731275,#00ffe1
0.37904608,1.3066038,-1.1105158,#00fff0
0.4464844,1.2346709,-1.2436991,#00ffff
1.5185493,-1.6798562,1.694771,#0f0000
1.5006324,-1.6235057,1.5935382,#0f000f
1.5014993,-1.569784,1.4549183,#0f001e
1.4954278,-1.514155,1.3117033,#0f002d
1.485097,-1.4604275,1.1677461,#0f003c
1.4733402,-1.4100778,1.0232211,#0f004b
1.4613037,-1.3634285,0.87806386,#0f005a
1.4496424,-1.3206747,0.7324434,#0f0069
1.4387854,-1.2819554,0.5866678,#0f0078
1.429115,-1.247379,0.4411204,#0f0087
1.4209379,-1.2170038,0.29620832,#0f0096
1.4145455,-1.1908545,0.15236019,#0f00a5
1.4101821,-1.1689118,0.009982749,#0f00b4
1.4080714,-1.151128,-0.13050082,#0f00c3
1.4084296,-1.1374292,-0.26870793,#0f00d2
1.4113975,-1.1277049,-0.4042697,#0f00e1
1.4171096,-1.1218181,-0.5368635,#0f00f0
1.4256724,-1.1196133,-0.6661998,#0f00ff
1.4338856,-1.5949074,1.6996584,#0f0f00
1.4537177,-1.552569,1.6088991,#0f0f0f
1.4714421,-1.50805,1.4770288,#0f0f1e
1.4797903,-1.4609671,1.3349398,#0f0f2d
1.4759471,-1.4109545,1.1913334,#0f0f3c
1.4674945,-1.3612571,1.0442607,#0f0f4b
1.4581747,-1.3140683,0.894286,#0f0f5a
1.4490472,-1.2705185,0.7427817,#0f0f69
1.440559,-1.2311105,0.59074306,#0f0f78
1.4330552,-1.1960688,0.43889397,#0f0f87
1.4268262,-1.1654972,0.2878764,#0f0f96
1.4221283,-1.1394217,0.13830511,#0f0fa5
1.4191937,-1.1178093,-0.009257623,#0f0fb4
1.4182422,-1.1005757,-0.15433867,#0f0fc3
1.4194485,-1.0875989,-0.29651168,#0f0fd2
1.4230527,-1.0787516,-0.43544352,#0f0fe1
1.4292238,-1.0738602,-0.57088214,#0f0ff0
1.4381399,-1.0727583,-0.70259607,#0f0fff
1.3267491,-1.4810797,1.6822723,#0f1e00
1.353449,-1.4404892,1.6008693,#0f1e0f
1.3905855,-1.4056565,1.4834826,#0f1e1e
1.4207783,-1.3697933,1.3470287,#0f1e2d
1.438439,-1.3298542,1.206033,#0f1e3c
1.4456047,-1.2888569,1.066071,#0f1e4b
1.4432898,-1.2475183,0.923592,#0f1e5a
1.4364265,-1.2078072,0.77836156,#0f1e69
1.4289547,-1.1707617,0.63062537,#0f1e78
1.4222518,-1.1365025,0.48019803,#0f1e87
1.4168725,-1.1056017,0.32797107,#0f1e96
1.4131185,-1.0787206,0.17533794,#0f1ea5
1.4112529,-1.056239,0.023445714,#0f1eb4
1.4115398,-1.0383174,-0.12681614,#0f1ec3
1.414249,-1.0249912,-0.27472684,#0f1ed2
1.4195957,-1.0161953,-0.41969296,#0f1ee1
1.4278013,-1.0118086,-0.5612108,#0f1ef0
1.4389971,-1.0116427,-0.6988873,#0f1eff
1.219963,-1.3606066,1.6574012,#0f2d00
1.2466127,-1.3168647,1.5764227,#0f2d0f
1.2801352,-1.2820803,1.4725479,#0f2d1e
1.3158252,-1.2540538,1.3467985,#0f2d2d
1.3507069,-1.2231315,1.2071928,#0f2d3c
1.3765515,-1.1883982,1.0618194,#0f2d4b
1.3924353,-1.1529028,0.91962,#0f2d5a
1.4029886,-1.1183652,0.77692235,#0f2d69
1.4055803,-1.084481,0.631371,#0f2d78
1.4028715,-1.0526726,0.4841515,#0f2d87
1.3992356,-1.0246655,0.33678338,#0f2d96
1.3963003,-1.000869,0.18975127,#0f2da5
1.3947735,-0.9809902,0.042763144,#0f2db4
1.3952333,-0.96470183,-0.10450647,#0f2dc3
1.3980949,-0.95223683,-0.25122583,#0f2dd2
1.4035988,-0.943918,-0.39616653,#0f2de1
1.4118859,-0.93977,-0.53867745,#0f2df0
1.4230976,-0.93968964,-0.6783568,#0f2dff
1.1128918,-1.2344825,1.6293329,#0f3c00
1.1422938,-1.1879681,1.5453261,#0f3c0f
1.1737857,-1.1487962,1.4461929,#0f3c1e
1.2043929,-1.1226183,1.3345373,#0f3c2d
1.237067,-1.0977384,1.2042928,#0f3c3c
1.2709124,-1.0709616,1.0642803,#0f3c4b
1.302658,-1.042014,0.9161285,#0f3c5a
1.325133,-1.0118004,0.76891196,#0f3c69
1.3426498,-0.98276556,0.6227039,#0f3c78
1.357725,-0.9561424,0.4755765,#0f3c87
1.3654727,-0.931025,0.32726222,#0f3c96
1.3673017,-0.9079432,0.17835745,#0f3ca5
1.3684393,-0.88865477,0.030442527,#0f3cb4
1.3710972,-0.87381816,-0.11560636,#0f3cc3
1.375751,-0.8634942,-0.25937134,#0f3cd2
1.3825151,-0.8575376,-0.4007595,#0f3ce1
1.3915083,-0.8555802,-0.5401706,#0f3cf0
1.4030795,-0.8572246,-0.6780666,#0f3cff
1.0050586,-1.1022216,1.598147,#0f4b00
1.0371658,-1.053027,1.5111054,#0f4b0f
1.0723723,-1.0096927,1.4095552,#0f4b1e
1.0944245,-0.97842175,1.3056736,#0f4b2d
1.1244867,-0.9591542,1.1890085,#0f4b3c
1.1563553,-0.93632525,1.0535508,#0f4b4b
1.189589,-0.9135299,0.91212213,#0f4b5a
1.2215968,-0.8901656,0.76471215,#0f4b69
1.2499307,-0.8660607,0.6161543,#0f4b78
1.272751,-0.84259576,0.467696,#0f4b87
1.2946653,-0.8217853,0.31745404,#0f4b96
1.3153505,-0.80446106,0.16685984,#0f4ba5
1.3293266,-0.78946507,0.017044436,#0f4bb4
1.3365828,-0.7764306,-0.13185078,#0f4bc3
1.3426234,-0.76692766,-0.27865222,#0f4bd2
1.35052,-0.7617663,-0.42251676,#0f4be1
1.3610853,-0.76099396,-0.56303424,#0f4bf0
1.3745018,-0.76444393,-0.6999364,#0f4bff
0.89611727,-0.96302384,1.5636674,#0f5a00
0.9305743,-0.91085577,1.4737535,#0f5a0f
0.9689521,-0.86423844,1.3691142,#0f5a1e
0.9923657,-0.82575274,1.2625599,#0f5a2d
1.0132973,-0.80593014,1.1584702,#0f5a3c
1.0413405,-0.7898222,1.0343772,#0f5a4b
1.0741504,-0.7697577,0.89399153,#0f5a5a
1.1084077,-0.75123984,0.7499805,#0f5a69
1.1406037,-0.7335617,0.60255235,#0f5a78
1.1695509,-0.7154462,0.4550807,#0f5a87
1.1978484,-0.69839686,0.30755606,#0f5a96
1.2242789,-0.68348664,0.15769088,#0f5aa5
1.2520776,-0.6721753,0.0059795016,#0f5ab4
1.2794195,-0.66520035,-0.14546733,#0f5ac3
1.3008361,-0.6614198,-0.29503116,#0f5ad2
1.3150486,-0.6595554,-0.4422828,#0f5ae1
1.3270657,-0.6606297,-0.5861272,#0f5af0
1.3408207,-0.66563994,-0.7259075,#0f5aff
0.7858446,-0.8159718,1.5256569,#0f6900
0.8223255,-0.76041555,1.4329,#0f690f
0.8628687,-0.71086127,1.3255922,#0f691e
0.89294297,-0.6657673,1.21387,#0f692d
0.908724,-0.63977253,1.1085368,#0f693c
0.9286867,-0.62891406,1.0035387,#0f694b
0.95687824,-0.61443585,0.8701267,#0f695a
0.99115676,-0.59819967,0.72566,#0f6969
1.0269676,-0.58447874,0.579055,#0f6978
1.061757,-0.572969,0.43031526,#0f6987
1.0906346,-0.56123346,0.28353074,#0f6996
1.1196007,-0.55038273,0.13858236,#0f69a5
1.1516135,-0.54237723,-0.008706044,#0f69b4
1.1832895,-0.53727764,-0.15819468,#0f69c3
1.2180837,-0.53635985,-0.3087158,#0f69d2
1.2530061,-0.54031366,-0.45799363,#0f69e1
1.2827436,-0.5482035,-0.60460573,#0f69f0
1.3053238,-0.5582896,-0.7483737,#0f69ff
0.6741118,-0.6600212,1.483727,#0f7800
0.71230775,-0.6006178,1.3880849,#0f780f
0.75490683,-0.54813635,1.2784537,#0f781e
0.7906555,-0.4979068,1.1623445,#0f782d
0.80844676,-0.46461585,1.050954,#0f783c
0.822957,-0.45020756,0.9490622,#0f784b
0.8417613,-0.4453187,0.8380494,#0f785a
0.8721092,-0.4332636,0.6964648,#0f7869
0.9081646,-0.42187828,0.54881436,#0f7878
0.9458571,-0.4136548,0.40011615,#0f7887
0.98397756,-0.4087941,0.25002956,#0f7896
1.0164652,-0.40450758,0.10275493,#0f78a5
1.0437539,-0.3999242,-0.039766297,#0f78b4
1.0774685,-0.3986593,-0.1831415,#0f78c3
1.1148896,-0.40094098,-0.3287291,#0f78d2
1.1529493,-0.40649587,-0.47561556,#0f78e1
1.1955758,-0.41653484,-0.62254226,#0f78f0
1.2387782,-0.43163982,-0.7671638,#0f78ff
0.5608891,-0.49405038,1.437436,#0f8700
0.60049975,-0.43031716,1.3388048,#0f870f
0.645282,-0.37477604,1.2271417,#0f871e
0.68379724,-0.3207031,1.1076882,#0f872d
0.70829326,-0.27903172,0.9899204,#0f873c
0.722089,-0.25895482,0.88114816,#0f874b
0.7342863,-0.25622565,0.7826437,#0f875a
0.7544596,-0.25441113,0.6611571,#0f8769
0.7878538,-0.24663952,0.5138043,#0f8778
0.82605267,-0.24109651,0.36390498,#0f8787
0.8660445,-0.23918691,0.21380968,#0f8796
0.9076287,-0.24152102,0.06288795,#0f87a5
0.94554496,-0.24561189,-0.084697306,#0f87b4
0.9750719,-0.248409,-0.22621891,#0f87c3
1.0063306,-0.25355336,-0.36533454,#0f87d2
1.0469481,-0.26320362,-0.5059709,#0f87e1
1.0906762,-0.27643636,-0.6477385,#0f87f0
1.1359913,-0.2930967,-0.78989327,#0f87ff
0.44618395,-0.3168421,1.3862334,#0f9600
0.48694837,-0.24828976,1.2844726,#0f960f
0.5340216,-0.18947746,1.1710445,#0f961e
0.5741278,-0.13204934,1.0487407,#0f962d
0.6062938,-0.082050644,0.92532486,#0f963c
0.6215887,-0.05682183,0.80992866,#0f964b
0.63456994,-0.048810624,0.7058887,#0f965a
0.6440934,-0.056031268,0.6066565,#0f9669
0.6681747,-0.056740142,0.47377527,#0f9678
0.70502055,-0.054964617,0.32271984,#0f9687
0.7457683,-0.056231115,0.17154282,#0f9696
0.78855014,-0.0615167,0.020867622,#0f96a5
0.8337766,-0.071732216,-0.13012244,#0f96b4
0.8774722,-0.08483617,-0.2772766,#0f96c3
0.91229534,-0.096295305,-0.41787723,#0f96d2
0.94408196,-0.10860336,-0.5541004,#0f96e1
0.98250175,-0.1250339,-0.6891458,#0f96f0
1.030787,-0.14609893,-0.82504016,#0f96ff
0.33009094,-0.1271063,1.3294865,#0fa500
0.3717989,-0.05325843,1.2244705,#0fa50f
0.4211825,0.009103924,1.1094636,#0fa51e
0.46281236,0.06986774,0.984586,#0fa52d
0.5000832,0.12616947,0.85700506,#0fa53c
0.520703,0.15888877,0.73501694,#0fa54b
0.53465647,0.17204186,0.62250924,#0fa55a
0.545024,0.16569792,0.5243905,#0fa569
0.5548815,0.15196316,0.4193242,#0fa578
0.5840627,0.14691086,0.2770609,#0fa587
0.62461954,0.14129715,0.12393813,#0fa596
0.66838753,0.13224843,-0.027495729,#0fa5a5
0.71445084,0.118846454,-0.17783542,#0fa5b4
0.7635958,0.09998951,-0.3280234,#0fa5c3
0.8129179,0.07738515,-0.47391874,#0fa5d2
0.8544662,0.05614658,-0.6128138,#0fa5e1
0.89009255,0.035663076,-0.74659264,#0fa5f0
0.9279756,0.011984202,-0.87716496,#0fa5ff
0.212738,0.07651865,1.2664924,#0fb400
0.2552239,0.15611844,1.1581013,#0fb40f
0.30686077,0.22236674,1.0416207,#0fb41e
0.35023668,0.28659108,0.914445,#0fb42d
0.38984498,0.34723762,0.78361017,#0fb43c
0.41898692,0.3903891,0.6549097,#0fb44b
0.4341056,0.4063342,0.5363605,#0fb45a
0.44829497,0.40574446,0.4297205,#0fb469
0.4545257,0.3854889,0.33500496,#0fb478
0.4684177,0.36772552,0.22030683,#0fb487
0.5032337,0.3558143,0.07206327,#0fb496
0.54776907,0.34158412,-0.08164442,#0fb4a5
0.59501785,0.3237821,-0.23230587,#0fb4b4
0.6448419,0.30134642,-0.38133535,#0fb4c3
0.69822174,0.27304235,-0.529755,#0fb4d2
0.7529649,0.24046478,-0.67353374,#0fb4e1
